title,sub,link,created
Eisen pensioenbuffers verstandig bij vorming van nieuw pensioenstelsel,"Pensioenfondsen dienen zich vooral te richten op hun kerntaak: het delen van langlevenrisico’s, het instellen van adequate beleggingsprofielen en het uitsmeren van risico’s over de levensloop van deelnemers",https://fd.nl/opinie/1253537/eisen-pensioenbuffers-verstandig-bij-vorming-van-nieuw-pensioenstelsel,15 mei 18
TTIP zonder schimmelkaas en chloorkip is oplossing handelsconflict,Wederzijds belang export vraagt om schrappen van heikele punten vrijhandelsverdrag.,https://fd.nl/opinie/1253446/ttip-zonder-schimmelkaas-en-chloorkip-is-oplossing-handelsconflict,15 mei 18
Buitenlandse studenten zijn een verrijking ,Een blik over de grens en een nieuw perspectief zijn ook wat waard.,https://fd.nl/opinie/1254242/buitenlandse-studenten-zijn-een-verrijking,15 mei 18
WTO geeft EU tik op de vingers in 14-jaar lange ruzie Airbus en Boeing,VS mogen nu voor 'vele miljarden' aan vergeldingsmaatregelen nemen. ,https://fd.nl/economie-politiek/1254261/wto-geeft-vs-slechts-deels-gelijk-in-14-jaar-lange-ruzie-tussen-airbus-en-boeing,15 mei 18
Heijmans haalt opdracht van €40 mln binnen bij belastingkantoor,Oud belastingkantoor Rotterdam wordt omgebouwd tot flexibele werkruimte worden waar meerdere (overheids)organisaties in gehuisvest kunnen worden.,https://fd.nl/economie-politiek/1254369/heijmans-haalt-opdracht-van-40-mln-binnen-bij-belastingkantoor,15 mei 18
Janaillac: Air France in grootste crisis uit zijn geschiedenis,Franse krant Le Monde noemt Pieter Elbers als mogelijke opvolger van ceo Air France-KLM. ,https://fd.nl/ondernemen/1254257/janaillac-air-france-in-grote-crisis,15 mei 18
Bestsellerauteur Tom Wolfe overleden,Pionier van verhalende journalistiek op 88-jarige leeftijd overleden.,https://fd.nl/economie-politiek/1254260/bestsellerauteur-tom-wolfe-overleden,15 mei 18
Farmaconcern Gilead opent fabriek in Nederland,Amerikaans bedrijf gaat in Hoofddorp geavanceerde medicijnen voor celtherapieën maken en biedt werk aan zeker 300 mensen,https://fd.nl/ondernemen/1254367/farmaconcern-gilead-opent-fabriek-in-nederland,15 mei 18
Vrachtwagens moeten CO₂-uitstoot terugdringen,Zware vrachtwagens krijgen voor het eerst te maken met Europese normen voor het verlagen van de CO2-emissies.,https://fd.nl/economie-politiek/1254368/vrachtwagens-moeten-co2-uitstoot-terugdringen,15 mei 18
Air France-KLM zakt op iets hoger Damrak,Uitbater van Amsterdamse beurs is een van de grote winnaars.,https://fd.nl/beurs/1254222/amsterdamse-beurs-verwerkt-staartje-cijferseizoen,15 mei 18
Pijnlijke spagaat,Minister Wouter Koolmees heeft voorstellen gedaan om beide benen dichter bij elkaar te brengen.,https://fd.nl/opinie/1253447/pijnlijke-spagaat,15 mei 18
Claimadvocaten duiken op PPG-kwestie,Beleggers 'lijden schade' door koersdaling PPG na bekend worden boekhoudproblemen.,https://fd.nl/beurs/1254364/claimadvocaten-duiken-op-ppg-kwestie,15 mei 18
'ASML krijgt eerste order uit China',Chipmachinefabrikant uit Veldhoven laat zich niet uit over de mogelijke bestelling voor een euv-machine. ,https://fd.nl/ondernemen/1254365/asml-krijgt-eerste-order-uit-china,15 mei 18
Legaal gokken op sportwedstrijden slecht nieuws voor shortsellers,De aandelen van de wedkantoren schoten omhoog nadat het Amerikaanse federale hooggerechtshof had besloten een gokverbod op sportwedstrijden te schrappen.,https://fd.nl/beurs/1254349/legaal-gokken-op-sportwedstrijden-slecht-nieuws-voor-shortsellers,15 mei 18
Kille afrekening,Recente bedrijfsschandalen lijken een bredere impact te hebben op de doorgaans knusse bestuurscultuur bij de oosterburen.,https://fd.nl/beurs/1254362/kille-afrekening,15 mei 18
Technologiebedrijf Simac koopt Bossche IT-onderneming Aranea,Familiebedrijf uit Veldhoven ziet vraag naar strategische IT-adviezen verder toenemen,https://fd.nl/ondernemen/1254256/technologiebedrijf-simac-koopt-bossche-it-onderneming-aranea,15 mei 18
Jan Six zag bij Christie’s wat anderen niet zagen: een echte Rembrandt,"Uitgerekend Jan Six, nazaat van de door Rembrandt geschilderde Amsterdamse burgemeester Jan Six, heeft een nieuwe Rembrandt ontdekt. ",https://fd.nl/ondernemen/1254356/jan-six-zag-bij-christies-wat-anderen-niet-zagen-een-echte-rembrandt,15 mei 18
EU tuigt beschermingswal voor bedrijven op rond Iran-deal,De Europese Commissie bekijkt momenteel koortsachtig welke beschermingsconstructies ze kan optrekken om Europese bedrijven te helpen als die worden getroffen door Amerikaanse tegenmaatregelen wegens zakendoen met Iran. ,https://fd.nl/economie-politiek/1254249/eu-tuigt-beschermingswal-voor-bedrijven-op-rond-iran-deal,15 mei 18
Stokebrand drukt het gaspedaal dieper in,Fokke de Jong van Suitsupply opent meer winkels dan ooit.,https://fd.nl/profiel/1254240/stokebrand-drukt-het-gaspedaal-dieper-in,15 mei 18
Britse investeerder helpt Nederlands glasvezelbedrijf aan groeikapitaal ,E-Fiber gaat komende vijf jaar €800 mln investeren in lokale glasvezelnetwerken.,https://fd.nl/ondernemen/1254360/britse-investeerder-helpt-nederlands-glasvezelbedrijf-aan-groeikapitaal,15 mei 18
Geloof in maatpak ,"Kledingketen Suitsupply wil stevig groeien, en krijgt daarbij ruim hulp van Nederlandse banken. ",https://fd.nl/ondernemen/1254342/geloof-in-maatpak,15 mei 18
Winkelende Nederlander legt basis voor groei economie,Groei uitgaven consumenten op recordniveau. De krimp van de export lijkt een incident.,https://fd.nl/economie-politiek/1254348/investeringen-leggen-leggen-basis-voor-gezonde-groei,15 mei 18
Liander wordt in Friesland bedolven onder aanvragen voor zonneparken ,Regionale netbeheerder kan slechts 10% van aanvragen voor zonneparken aansluiten op het stroomnet. ,https://fd.nl/ondernemen/1254361/netbeheerder-liander-kan-in-friesland-maar-10-zonneparkaanvragen-daadwerkelijk-aansluiten,15 mei 18
Hogere kosten voor pluimveehouders om nieuwe eieraffaire te voorkomen,"Nieuw meldpunt, meer regulering en efficiëntere informatievoorziening moeten nieuwe voedselschandalen als de fipronilaffaire van vorig jaar voorkomen.",https://fd.nl/economie-politiek/1254244/hogere-kosten-voor-pluimveehouders-om-nieuwe-eieraffaire-te-voorkomen,15 mei 18
PSA-dochter koopt Belgische exploitant van autosupermarkten Cardoen,Volgens Franse media bedraagt overnameprijs enkele tientallen miljoenen euro's ,https://fd.nl/ondernemen/1254359/psa-dochter-koopt-belgische-exploitant-van-autosupermarkten-cardoen,15 mei 18
Tientallen miljoenen voor onbekend biotechbedrijf Xenikos,"Grote financieringsronde voor Nederlandse concurrent van Kiadis, die ook werkt aan middel tegen ernstige bijwerkingen bij stamcel-transplantaties. ",https://fd.nl/ondernemen/1254238/tientallen-miljoenen-voor-onbekend-biotechbedrijf-xenikos,15 mei 18
ABN Amro plaatst persoonlijke advertenties in huishoudboek-app,Bank stuurt eerst alleen eigen aanbiedingen maar overweegt ook advertenties van derden mogelijk te maken.,https://fd.nl/ondernemen/1254353/abn-amro-plaatst-persoonlijke-advertenties-in-online-huishoudboekje,15 mei 18
Turkse eigenaar steekt Ballast Nedam helpende hand toe,Herfinanciering en balansversterking met hulp van Turkse eigenaar Rönesans. ,https://fd.nl/ondernemen/1254351/ballast-nedam-versterkt-balans-en-lost-rabobank-af-bij-herfinanciering,15 mei 18
Mannen met een droom,Filosoof Menno de Bree deelt wekelijks zijn kijk op het leven.,https://fd.nl/fd-persoonlijk/1252004/mannen-met-een-droom,15 mei 18
Italiaanse officierszoon neemt opnieuw afscheid van Vodafone,"Spotlight zoomt in op mensen in het nieuws. In deze aflevering: Vittorio Colao, die na een decennium aan het roer van Vodafone nu toch echt zijn biezen pakt.",https://fd.nl/profiel/1254231/italiaanse-officierszoon-neemt-opnieuw-afscheid-van-vodafone,15 mei 18
Jongeren blijven langer thuiswonen,Nederlanders gaan gemiddeld half jaar later het huis uit vergeleken met tien jaar geleden.,https://fd.nl/economie-politiek/1254340/jongeren-blijven-langer-thuiswonen,15 mei 18
De Hollandse aardbei komt straks alleen nog uit de kas,Telers willen het jaar rond aardbeien kunnen aanbieden om zo de Spaanse aardbei uit de supermarkt te verdrijven. ,https://fd.nl/ondernemen/1253881/de-hollandse-aardbei-komt-straks-alleen-nog-uit-de-kas,15 mei 18
President-commissaris belegt kwart miljoen in AkzoNobel,Nils Andersen maakt gebaar naar angelsaksische beleggers. ,https://fd.nl/ondernemen/1254343/president-commissaris-belegt-kwart-miljoen-in-akzo,15 mei 18
MSCI neemt opnieuw Chinese aandelen op in toonaangevende aandelenindex ,Chinese aandelenmarkt wordt langzaam toegankelijker voor buitenlandse beleggers.,https://fd.nl/beurs/1254341/msci-neemt-opnieuw-chinese-aandelen-op-in-toonaangevende-aandelenindex,15 mei 18
Ook KPN dumpt Kaspersky ,In navolging van de Rijksoverheid is ook KPN van plan de anti-virussoftware van het Russische Kaspersky Lab in de ban te doen.,https://fd.nl/economie-politiek/1254337/kaspersky-ontstemd-over-kabinetsbesluit-om-bedrijf-in-de-ban-te-doen,15 mei 18
Expansie naar Berlijn stuwt passagierscijfers easyJet,Overname van delen Air Berlin en bijbehorende expansie naar Berlijnse luchthaven Tegel drukt winstresultaat in eerste zes maanden van gebroken boekjaar.,https://fd.nl/ondernemen/1254332/expansie-naar-berlijn-stuwt-passagierscijfers-easyjet,15 mei 18
Koude winter zorgt voor hogere CO₂-uitstoot ,Een hoger gasverbruik door huishoudens heeft geleid tot een hogere CO₂-uitstoot in Nederland in de eerste drie maanden van dit jaar. ,https://fd.nl/economie-politiek/1254336/co-uitstoot-in-nederland-opnieuw-gegroeid,15 mei 18
Biotechbedrijf Probiodrug heeft nog €9 mln in kas,Ontwikkelaar van alzheimer-medicijn investeert minder en beperkt verlies,https://fd.nl/beurs/1254335/biotechbedrijf-probiodrug-heeft-nog-9-mln-in-kas,15 mei 18
Allianz Benelux ziet kwartaalwinst licht dalen,Seizoenseffect en stormachtig weer drukken operationeel en netto resultaat,https://fd.nl/ondernemen/1254230/allianz-benelux-ziet-kwartaalwinst-licht-dalen,15 mei 18
Groei blijft op peil dankzij consument ,Zwakke export remt groei in Duitsland en Nederland af ,https://fd.nl/economie-politiek/1254225/nederlandse-economie-houdt-groei-vast,15 mei 18
Soros sluit kantoor in Boedapest,De Open Society Foundation van de Hongaars-Amerikaanse zakenman George Soros sluit zijn kantoor in Boedapest vanwege de toenemende politieke en juridische onderdrukking in Hongarije. ,https://fd.nl/economie-politiek/1254331/open-society-foundation-van-soros-sluit-kantoor-in-boedapest,15 mei 18
"Naaktschilderij van Modigliani geveild voor $157,2 mln",'Nu Couché (sur la côté de gauche)' brengt op drie na hoogste prijs op een veiling ooit binnen.,https://fd.nl/ondernemen/1254226/naaktschilderij-van-modigliani-geveild-voor-157-2-mln,15 mei 18
Nederlandse arbeidsmarkt beleeft grootste banengroei sinds 2007,Aantal banen met flexcontract groeit voor het eerst in jaren minder hard dan vaste contracten.,https://fd.nl/economie-politiek/1254329/sterkste-banengroei-in-meer-dan-tien-jaar-zorgt-voor-gespannen-arbeidsmarkt,15 mei 18
Meer winst voor Euronext in beweeglijk kwartaal,"Omzet stijgt met 15,9% naar €146,7 mln, brutowinst (ebitda) klimt met 25% naar €88,2 mln",https://fd.nl/beurs/1254224/meer-winst-voor-euronext-in-beweeglijk-kwartaal,15 mei 18
Bijna hele bestuur 50plus stapt op,Zeven van de acht bestuursleden van het hoofdbestuur vertrekken uit onvrede met beleid. ,https://fd.nl/economie-politiek/1254223/bijna-hele-bestuur-50plus-stapt-op,15 mei 18
Gebrek aan projecten nekt investeringsinstelling pensioenfondsen en verzekeraars,Einde van NLII illustreert de worsteling van pensioenfondsen en verzekeraars met de politieke druk om meer in Nederland te beleggen,https://fd.nl/economie-politiek/1254186/nederlandse-investeringsinstelling-stopt-ermee,15 mei 18
"Help me, smeekt een wanhopige May in aanloop naar nieuwe brexit-clash",Britse premier blijft worstelen met de vraag hoe grenscontroles te vermijden na het vertrek uit de Europese Unie.,https://fd.nl/economie-politiek/1254176/help-me-smeekt-een-wanhopige-may-in-aanloop-naar-nieuwe-brexit-clash,15 mei 18
Schoonmaakconcern Vebego investeert miljoenen om terugval tegen te gaan ,"Limburgs familiebedrijf steekt geld in automatisering, versterking van het management en opleidingen voor het personeel.",https://fd.nl/ondernemen/1253883/schoonmaakconcern-vebego-investeert-miljoenen-om-terugval-tegen-te-gaan,15 mei 18
Franse ondernemer worstelt met 'gatenkaas' in mei ,"Met vier vrije dagen, die werknemers met adv- en vakantiedagen massaal uitbouwen tot minivakanties, is mei een ramp voor veel Franse ondernemers. ",https://fd.nl/economie-politiek/1253576/franse-ondernemers-hebben-genoeg-van-veel-vrije-dagen-in-mei,15 mei 18
"Geen miljoenenboete, maar waarschuwing van AFM voor analist Teeuwisse",Toezichthouder begon het onderzoek nadat de jaarcijfers van Arcadis in februari 2014 een week te vroeg waren uitgelekt.,https://fd.nl/beurs/1253535/geen-miljoenenboete-maar-waarschuwing-van-afm-voor-analist-teeuwisse,15 mei 18
Beleggingsfondsen werpen groeiende schaduw over financiële stabiliteit,Kredietverstrekking loopt in toenemende mate via zogeheten schaduwbanken. Daar zitten risico's aan. ,https://fd.nl/beurs/1252447/beleggingsfondsen-werpen-groeiende-schaduw-over-financiele-stabiliteit,15 mei 18
Personalia 15-5-2018,"Nieuwe baan? Meld het aan personalia@fd.nl, met leeftijd, Nederlandse functieomschrijving van oude en nieuwe baan en een hoge resolutie portretfoto.",https://fd.nl/profiel/1254285/personalia-15-5-2018,15 mei 18
Beurs New York kent voorzichtig begin van de week ,"Dow Jones richting de 25.000, hoogste stand sinds eind maart.",https://fd.nl/beurs/1254187/wall-street-voorzichtig-hoger-van-start,14 mei 18
Overheid stopt met Russische antivirussoftware,Justitie wijst erop dat bedrijven als Kaspersky de Russische inlichtingendiensten moeten ondersteunen.,https://fd.nl/economie-politiek/1254193/overheid-stopt-met-russische-antivirussoftware,14 mei 18
Verfbedrijf PPG trekt jaarcijfers 2017 en kwartaalcijfers 2018 in wegens onregelmatigheden,Werknemers van het verfbedrijf hadden onjuiste data ingeboekt in opdracht van de 'controller'. Claim van aandeelhouders in aantocht.,https://fd.nl/beurs/1254302/verfbedrijf-ppg-trekt-jaarcijfers-2017-enkwartaalcijfers-2018in-wegens-onregelmatigheden,14 mei 18
Huidige toestroom buitenlandse studenten ondermijnt onderwijsaanbod,Internationalisering hogescholen en universiteiten vergt andere financiering ,https://fd.nl/opinie/1253526/huidige-toestroom-buitenlandse-studenten-ondermijnt-onderwijsaanbod,14 mei 18
Ombouw regeling kleine ondernemers omzetbelasting is goede verbetering ,Verstandig om btw-vrijstelling voor kleine ondernemers te baseren op een omzetnorm.,https://fd.nl/opinie/1253436/ombouw-regeling-kleine-ondernemers-omzetbelasting-is-goede-verbetering,14 mei 18
Italiaanse populisten hebben extra  tijd nodig voor formatie ,"Wie premier moet worden van coalitieregering, is nog steeds niet duidelijk. ",https://fd.nl/economie-politiek/1254301/italiaanse-populisten-hebben-extra-tijd-nodig-voor-formatie,14 mei 18
Anne-Marie Couderc interim-ceo Air France-KLM ,Couderc is sinds 2016 lid van de raad van bestuur van de luchtvaartmaatschappij. ,https://fd.nl/economie-politiek/1254191/anne-marie-couderc-tijdelijke-chef-air-france-klm,14 mei 18
Niet marchanderen met privacywet,"Een goed werkgever hoort te bedenken hoe hij zijn bedrijfs-, klant- en personeelsgegevens beveiligt, en hoelang hij alles bewaart.",https://fd.nl/opinie/1254079/niet-marchanderen-met-privacywet,14 mei 18
Stijging cao-lonen zwakt weer af ,"Cao-loon in april 1,7% hoger bij een inflatie van 0,9%",https://fd.nl/economie-politiek/1254300/stijging-cao-lonen-zwakt-weer-af,14 mei 18
Tesla-topman Musk kondigt reorganisatie aan,Bestuurslaag Amerikaanse autofabrikant moet 'platter worden om de communicatie te verbeteren',https://fd.nl/ondernemen/1254192/tesla-topman-musk-kondigt-reorganisatie-aan,14 mei 18
Chinese studenten moeten meer gaan betalen ,Universiteiten: laat niet-Europese studenten extra collegegeld betalen om financiële knelpunten op te lossen ,https://fd.nl/economie-politiek/1254184/chinese-student-moet-meer-gaan-betalen,14 mei 18
Tientallen doden bij Palestijnse protesten in Gaza,Bij protesten tegen de opening van de Amerikaanse ambassade in Jeruzalem raakten ook 2400 mensen gewond.,https://fd.nl/economie-politiek/1254175/achttien-doden-bij-palestijnse-protesten,14 mei 18
ABN Amro verliest op licht hogere beurs,Uitlatingen Franse centralebankpresident zetten de Europese beurzen heel even onder druk,https://fd.nl/beurs/1253966/amsterdamse-beurs-richt-zich-op-cijfers-abn-amro,14 mei 18
De jeugd van tegenwoordig,In het leven van Amerikaanse jongeren spelen politie en justitie een overgrote rol,https://fd.nl/opinie/1253527/de-jeugd-van-tegenwoordig,14 mei 18
Trump wil nu ook het Chinese ZTE ‘great again’ maken,"Onder druk van Peking werpt Amerikaanse president zich nu op als redder van de Chinese telecomreus ZTE, aldus een ingewijde.",https://fd.nl/economie-politiek/1254278/trump-wil-nu-ook-het-chinese-zte-great-again-maken,14 mei 18
Verenigde Staten reiken Chinese smartphonefabrikant de hand,Chinezen gaan morgen in overleg met Trump-regering over weer opstarten van de productie bij ZTE na problemen door Amerikaanse sancties.,https://fd.nl/economie-politiek/1254292/verenigde-staten-reiken-chinese-smartphonefabrikant-de-hand,14 mei 18
